CPU,NUMERO_ITERACION,LATENCIA
0,11668,30246
0,11669,29820
0,11670,28839
0,11671,30338
0,11672,27505
0,11673,21283
0,11674,30431
0,11675,30505
0,11676,30653
0,11677,31191
0,11678,60801
0,11679,33005
0,11680,36449
0,11681,26950
0,11682,35023
0,11683,30653
0,11684,35931
0,11685,25857
0,11686,29191
0,11687,29802
0,11688,29505
0,11689,30469
0,11690,32116
0,11691,30320
0,11692,36060
0,11693,30764
0,11694,29801
0,11695,22913
0,11696,25894
0,11697,30931
0,11698,28449
0,11699,29801
0,11700,32135
0,11701,30654
0,11702,30338
0,11703,22709
0,11704,22894
0,11705,30246
0,11706,31691
0,11707,26968
0,11708,30746
0,11709,30079
0,11710,30505
0,11711,31005
0,11712,30209
0,11713,34783
0,11714,27505
0,11715,30709
0,11716,28450
0,11717,30079
0,11718,30950
0,11719,29931
0,11720,29912
0,11721,32968
0,11722,26820
0,11723,30875
0,11724,28228
0,11725,30005
0,11726,30375
0,11727,30524
0,11728,30135
0,11729,28635
0,11730,31838
0,11731,30357
0,11732,31672
0,11733,22746
0,11734,24969
0,11735,25653
0,11736,23190
0,11737,31135
0,11738,30487
0,11739,30005
0,11740,29116
0,11741,27191
0,11742,27579
0,11743,28338
0,11744,28283
0,11745,30579
0,11746,30598
0,11747,30709
0,11748,33987
0,11749,30431
0,11750,31894
0,11751,26858
0,11752,27450
0,11753,30671
0,11754,25616
0,11755,41931
0,11756,31023
0,11757,31635
0,11758,30782
0,11759,27450
0,11760,23765
0,11761,24672
0,11762,30783
0,11763,31005
0,11764,30227
0,11765,30005
0,11766,28431
0,11767,30505
0,11768,28505
0,11769,29543
0,11770,30153
0,11771,30098
0,11772,28357
0,11773,40672
0,11774,31191
0,11775,31079
0,11776,31523
0,11777,27357
0,11778,29190
0,11779,29654
0,11780,26431
0,11781,25635
0,11782,31005
0,11783,30616
0,11784,25469
0,11785,25357
0,11786,29191
0,11787,30339
0,11788,30561
0,11789,30765
0,11790,29486
0,11791,24913
0,11792,23839
0,11793,30765
0,11794,31320
0,11795,27357
0,11796,29764
0,11797,30190
0,11798,23023
0,11799,30190
0,11800,30801
0,11801,30283
0,11802,30357
0,11803,27431
0,11804,24968
0,11805,23338
0,11806,30524
0,11807,30450
0,11808,30079
0,11809,29801
0,11810,29746
0,11811,30635
0,11812,28450
0,11813,29005
0,11814,27802
0,11815,23172
0,11816,29061
0,11817,30728
0,11818,31209
0,11819,29894
0,11820,29969
0,11821,26894
0,11822,27357
0,11823,20765
0,11824,30190
0,11825,30690
0,11826,30320
0,11827,30116
0,11828,29968
0,11829,24265
0,11830,30913
0,11831,53616
0,11832,29542
0,11833,35580
0,11834,25894
0,11835,30468
0,11836,29727
0,11837,23209
0,11838,23820
0,11839,36023
0,11840,26802
0,11841,35191
0,11842,30487
0,11843,35042
0,11844,29635
0,11845,29283
0,11846,27043
0,11847,35654
0,11848,27450
0,11849,30968
0,11850,24450
0,11851,46319
0,11852,30783
0,11853,35912
0,11854,30468
0,11855,44375
0,11856,23672
0,11857,35671
0,11858,26875
0,11859,34783
0,11860,30857
0,11861,30561
0,11862,25894
0,11863,23357
0,11864,30524
0,11865,29931
0,11866,26783
0,11867,27450
0,11868,25838
0,11869,27117
0,11870,25709
0,11871,26672
0,11872,25302
0,11873,30764
0,11874,30691
0,11875,30154
0,11876,29987
0,11877,31487
0,11878,30543
0,11879,30635
0,11880,30875
0,11881,28468
0,11882,29653
0,11883,27079
0,11884,26061
0,11885,30487
0,11886,29875
0,11887,28023
0,11888,29635
0,11889,28283
0,11890,26227
0,11891,21672
0,11892,30783
0,11893,30375
0,11894,30616
0,11895,30154
0,11896,25135
0,11897,30746
0,11898,30950
0,11899,28672
0,11900,29672
0,11901,24061
0,11902,32357
0,11903,30135
0,11904,30024
0,11905,30394
0,11906,29635
0,11907,28598
0,11908,26245
0,11909,26802
0,11910,25653
0,11911,58504
0,11912,24042
0,11913,30672
0,11914,30283
0,11915,30228
0,11916,29876
0,11917,22598
0,11918,30745
0,11919,28783
0,11920,29432
0,11921,29838
0,11922,24691
0,11923,32394
0,11924,25875
0,11925,30598
0,11926,30061
0,11927,30949
0,11928,26709
0,11929,29949
0,11930,29635
0,11931,28524
0,11932,23820
0,11933,25839
0,11934,32783
1,0,28931
1,1,24801
1,2,22042
1,3,23598
1,4,22338
1,5,22857
1,6,21339
1,7,24098
1,8,21505
1,9,28709
1,10,27302
1,11,27375
1,12,26228
1,13,27783
1,14,26264
1,15,26394
1,16,25727
1,17,27765
1,18,22043
1,19,28246
1,20,25875
1,21,27913
1,22,26283
1,23,26320
1,24,26580
1,25,28246
1,26,25950
1,27,32005
1,28,31912
1,29,31672
1,30,31357
1,31,28728
1,32,26895
1,33,27302
1,34,25746
1,35,26838
1,36,25431
1,37,26653
1,38,25783
1,39,27265
1,40,21117
1,41,28153
1,42,26024
1,43,26968
1,44,25820
1,45,26468
1,46,26135
1,47,27875
1,48,26024
1,49,26857
1,50,25449
1,51,27043
1,52,26228
1,53,27117
1,54,31005
1,55,25986
1,56,26931
1,57,26153
1,58,27098
1,59,26172
1,60,26783
1,61,25709
1,62,27487
1,63,26209
1,64,27394
1,65,26079
1,66,27431
1,67,26265
1,68,26820
1,69,31080
1,70,38357
1,71,31857
1,72,31394
1,73,27987
1,74,33838
1,75,32265
1,76,33616
1,77,31634
1,78,37635
1,79,31116
1,80,33282
1,81,31616
1,82,28394
1,83,26765
1,84,27542
1,85,30708
1,86,28246
1,87,26060
1,88,26986
1,89,25598
1,90,27154
1,91,26006
1,92,27617
1,93,25783
1,94,26616
1,95,26561
1,96,31357
1,97,25968
1,98,26709
1,99,25950
1,100,26802
1,101,26117
1,102,30746
1,103,25505
1,104,26820
1,105,25469
1,106,26690
1,107,26468
1,108,27542
1,109,25858
1,110,26949
1,111,25394
1,112,26543
1,113,25284
1,114,26802
1,115,26653
1,116,26968
1,117,25542
1,118,26894
1,119,25450
1,120,27043
1,121,26228
1,122,30875
1,123,31653
1,124,31338
1,125,29191
1,126,28190
1,127,26246
1,128,28172
1,129,26802
1,130,27060
1,131,25560
1,132,27134
1,133,25597
1,134,26561
1,135,26283
1,136,26913
1,137,25746
1,138,26524
1,139,25432
1,140,26690
1,141,26246
1,142,26857
1,143,25746
1,144,26432
1,145,25579
1,146,26561
1,147,25801
1,148,27079
1,149,31005
1,150,31709
1,151,31246
1,152,28042
1,153,25931
1,154,26765
1,155,25876
1,156,27042
1,157,25561
1,158,26820
1,159,25283
1,160,23153
1,161,21838
1,162,27968
1,163,26191
1,164,27302
1,165,25728
1,166,26895
1,167,40505
1,168,31228
1,169,31431
1,170,31542
1,171,27857
1,172,32319
1,173,30987
1,174,31672
1,175,28820
1,176,28172
1,177,26987
1,178,27616
1,179,25838
1,180,27042
1,181,26154
1,182,26875
1,183,26283
1,184,27061
1,185,25764
1,186,26987
1,187,25764
1,188,27227
1,189,25857
1,190,26653
1,191,25875
1,192,27042
1,193,25505
1,194,27191
1,195,25709
1,196,27301
1,197,25727
1,198,26931
1,199,26172
1,200,26005
1,201,25839
1,202,26857
1,203,25579
1,204,26839
1,205,26191
1,206,27394
1,207,26191
1,208,26561
1,209,25579
1,210,27191
1,211,26079
1,212,26728
1,213,25616
1,214,26727
1,215,25635
1,216,27209
1,217,26079
1,218,27376
1,219,31190
1,220,25727
1,221,26431
1,222,25616
1,223,30339
1,224,25913
1,225,26709
1,226,25394
1,227,29857
1,228,25560
1,229,27005
1,230,31172
1,231,34431
1,232,26617
1,233,36376
1,234,31376
1,235,28506
1,236,27394
1,237,36764
1,238,31598
1,239,32875
1,240,31394
1,241,31820
1,242,29969
1,243,29079
1,244,26913
1,245,27339
1,246,25635
1,247,26931
1,248,25394
1,249,27227
1,250,26394
1,251,27246
1,252,25709
1,253,26913
1,254,26043
1,255,26801
1,256,25653
1,257,26616
1,258,26153
1,259,26894
1,260,25728
1,261,26838
1,262,25764
1,263,27098
1,264,25765
1,265,27079
1,266,25857
1,267,26913
1,268,25950
1,269,27135
1,270,25765
1,271,27172
1,272,25746
1,273,26727
1,274,25691
1,275,31376
1,276,26654
1,277,28301
1,278,25857
1,279,26820
1,280,25690
1,281,34098
1,282,25931
1,283,26820
1,284,25746
1,285,26728
1,286,26098
1,287,27617
1,288,22394
1,289,27801
1,290,26209
1,291,26764
1,292,25727
1,293,26950
1,294,26006
1,295,26672
1,296,25431
1,297,27579
1,298,26394
1,299,26728
1,300,26005
1,301,26820
1,302,25820
1,303,27505
1,304,26042
1,305,26894
1,306,25616
1,307,27431
1,308,26338
1,309,27283
1,310,25820
1,311,26542
1,312,25505
1,313,26635
1,314,25746
1,315,27301
1,316,25895
1,317,26727
1,318,25802
1,319,26857
1,320,25727
1,321,25024
1,322,30394
1,323,28820
1,324,26246
1,325,27079
1,326,25987
1,327,26931
1,328,25820
1,329,27542
1,330,26524
1,331,26932
1,332,25931
1,333,27117
1,334,25783
1,335,26543
1,336,25931
1,337,26635
1,338,26561
1,339,26968
1,340,25857
1,341,26654
1,342,25857
1,343,26968
1,344,25894
1,345,28542
1,346,26172
1,347,27191
1,348,25857
1,349,26857
1,350,26116
1,351,27283
1,352,26209
1,353,27394
1,354,26283
1,355,27134
1,356,25820
1,357,26894
1,358,25765
1,359,27135
1,360,26043
1,361,26857
1,362,25617
1,363,26691
1,364,25727
1,365,27135
1,366,26098
1,367,26968
1,368,21024
1,369,28542
1,370,25561
1,371,26320
1,372,25060
1,373,25949
1,374,25580
1,375,25987
1,376,24875
1,377,25801
1,378,24839
1,379,25912
1,380,25357
1,381,26765
1,382,25264
1,383,25802
1,384,52671
1,385,27080
1,386,30819
1,387,25376
1,388,29098
1,389,25005
1,390,26728
1,391,25172
1,392,26265
1,393,24876
1,394,26302
1,395,24764
1,396,26320
1,397,25135
1,398,26375
1,399,25061
1,400,25838
1,401,25117
1,402,26431
1,403,26172
1,404,26450
1,405,24894
1,406,29950
1,407,27894
1,408,29709
1,409,25765
1,410,26117
1,411,25024
1,412,26876
1,413,26190
1,414,26932
1,415,21154
1,416,27043
1,417,25431
1,418,26375
1,419,25246
1,420,26079
1,421,25023
1,422,25932
1,423,24839
1,424,26912
1,425,26005
1,426,26598
1,427,21209
1,428,26190
1,429,24432
1,430,26691
1,431,25116
1,432,26283
1,433,25228
1,434,25764
1,435,24783
1,436,26506
1,437,24876
1,438,25820
1,439,24876
1,440,26079
1,441,25561
1,442,26320
1,443,24987
1,444,25987
1,445,24691
1,446,26135
1,447,24876
1,448,26561
1,449,25265
1,450,26024
1,451,24894
1,452,26154
1,453,24949
1,454,26005
1,455,25838
1,456,26783
1,457,25060
1,458,26005
1,459,24949
1,460,25838
1,461,24857
1,462,25968
1,463,24913
1,464,26283
1,465,24950
1,466,25949
1,467,25079
1,468,25838
1,469,24616
1,470,26172
1,471,25394
1,472,25783
1,473,24635
1,474,26135
1,475,25061
1,476,26005
1,477,24987
1,478,26487
1,479,24727
1,480,25987
1,481,24913
1,482,26338
1,483,24839
1,484,26135
1,485,25153
1,486,26579
1,487,24913
1,488,26135
1,489,24912
1,490,26709
1,491,25116
1,492,30895
1,493,27579
1,494,26801
1,495,24783
1,496,26060
1,497,24820
1,498,25691
1,499,25042
1,500,26968
1,501,25246
1,502,26061
1,503,25043
1,504,25987
1,505,25153
1,506,25913
1,507,25154
1,508,26765
1,509,24709
1,510,26394
1,511,25005
1,512,25987
1,513,24987
1,514,25969
1,515,24931
1,516,25968
1,517,24894
1,518,26431
1,519,25524
1,520,26098
1,521,24728
1,522,26043
1,523,24765
1,524,25987
1,525,25135
1,526,26264
1,527,25005
1,528,26079
1,529,24802
1,530,25968
1,531,24894
1,532,25820
1,533,24838
1,534,26394
1,535,25339
1,536,26135
1,537,24912
1,538,25913
1,539,24801
1,540,26283
1,541,25061
1,542,26617
1,543,25376
1,544,25968
1,545,24783
1,546,25172
1,547,29469
1,548,27598
1,549,25820
1,550,26931
1,551,25560
1,552,27209
1,553,26154
1,554,26654
1,555,25691
1,556,26709
1,557,25580
1,558,26431
1,559,26968
1,560,26245
1,561,31023
1,562,25783
1,563,26912
1,564,25172
1,565,26821
1,566,25690
1,567,27135
1,568,25690
1,569,26968
1,570,25728
1,571,26875
1,572,25598
1,573,26857
1,574,25894
1,575,27524
1,576,25486
1,577,26857
1,578,25450
1,579,27635
1,580,25894
1,581,26783
1,582,26079
1,583,27079
1,584,25857
1,585,26690
1,586,25338
1,587,27172
1,588,26116
1,589,27079
1,590,25708
1,591,27468
1,592,25950
1,593,26709
1,594,25764
1,595,27005
1,596,25283
1,597,27413
1,598,25801
1,599,26598
1,600,25468
1,601,26857
1,602,25469
1,603,25598
1,604,25580
1,605,26302
1,606,25987
1,607,34968
1,608,26023
1,609,26857
1,610,25653
1,611,26764
1,612,25487
1,613,27486
1,614,25579
1,615,26727
1,616,25524
1,617,27024
1,618,26617
1,619,26912
1,620,25617
1,621,26671
1,622,25431
1,623,27209
1,624,25654
1,625,26635
1,626,25524
1,627,27079
1,628,25857
1,629,26950
1,630,25524
1,631,26802
1,632,25653
1,633,26820
1,634,25338
1,635,26561
1,636,25413
1,637,26617
1,638,25579
1,639,27024
1,640,25783
1,641,26486
1,642,25412
1,643,26876
1,644,25709
1,645,31042
1,646,31598
1,647,32228
1,648,32116
1,649,32265
1,650,30802
1,651,31671
1,652,31412
1,653,31413
1,654,31283
1,655,32134
1,656,31042
1,657,28598
1,658,26672
1,659,27246
1,660,25838
1,661,27079
1,662,25265
1,663,27431
1,664,25875
1,665,26635
1,666,25931
1,667,27191
1,668,25838
1,669,26857
1,670,25468
1,671,26413
1,672,25265
1,673,26950
1,674,25580
1,675,26857
1,676,25561
1,677,26765
1,678,25561
1,679,26617
1,680,25654
1,681,27394
1,682,25727
1,683,27376
1,684,25653
1,685,26801
1,686,25580
1,687,27246
1,688,26246
1,689,26913
1,690,25598
1,691,26709
1,692,25413
1,693,26764
1,694,25542
1,695,26691
1,696,26228
1,697,26802
1,698,25412
1,699,26727
1,700,25802
1,701,27986
1,702,25931
1,703,26950
1,704,25321
1,705,26616
1,706,25506
1,707,26857
1,708,25338
1,709,27375
1,710,25838
1,711,26672
1,712,25654
1,713,26653
1,714,25691
1,715,26690
1,716,25634
1,717,26709
1,718,25505
1,719,26746
1,720,25505
1,721,26931
1,722,25598
1,723,26671
1,724,25579
1,725,26764
1,726,25543
1,727,31227
1,728,33875
1,729,26264
1,730,30154
1,731,25301
1,732,30487
1,733,26283
1,734,26894
1,735,25635
1,736,27339
1,737,25598
1,738,26894
1,739,25487
1,740,27228
1,741,25468
1,742,27561
1,743,26079
1,744,27320
1,745,25672
1,746,27098
1,747,25801
1,748,26876
1,749,31172
1,750,32264
1,751,26950
1,752,27079
1,753,25783
1,754,26820
1,755,25654
1,756,26931
1,757,25413
1,758,26690
1,759,25524
1,760,27449
1,761,25672
1,762,26561
1,763,25580
1,764,26635
1,765,25931
1,766,27228
1,767,26042
1,768,27023
1,769,25690
1,770,26931
1,771,26116
1,772,27209
1,773,25709
1,774,26727
1,775,25413
1,776,26431
1,777,25375
1,778,26931
1,779,26154
1,780,27635
1,781,25950
1,782,26616
1,783,25561
1,784,26413
1,785,25598
1,786,27098
1,787,25801
1,788,26913
1,789,25598
1,790,26653
1,791,25320
1,792,26543
1,793,25635
1,794,26932
1,795,25838
1,796,26746
1,797,25672
1,798,26691
1,799,25598
1,800,27283
1,801,26449
1,802,26746
1,803,25653
1,804,26765
1,805,25579
1,806,26561
1,807,25783
1,808,27172
1,809,25801
1,810,26653
1,811,25635
1,812,26672
1,813,25617
1,814,26635
1,815,25487
1,816,26968
1,817,25431
1,818,26875
1,819,25542
1,820,26653
1,821,25579
1,822,26672
1,823,30320
1,824,30969
1,825,31172
1,826,30838
1,827,30227
1,828,31709
1,829,28616
1,830,27579
1,831,25913
1,832,26764
1,833,26301
1,834,26950
1,835,25524
1,836,27098
1,837,25876
1,838,26616
1,839,25746
1,840,26728
1,841,25542
1,842,26709
1,843,25320
1,844,26894
1,845,25838
1,846,26709
1,847,25598
1,848,26690
1,849,25505
1,850,26802
1,851,25894
1,852,27339
1,853,25653
1,854,26838
1,855,25932
1,856,27209
1,857,25987
1,858,26894
1,859,25654
1,860,26524
1,861,26079
1,862,26968
1,863,25617
1,864,26653
1,865,25524
1,866,26672
1,867,30728
1,868,31838
1,869,28875
1,870,27598
1,871,26060
1,872,26394
1,873,26135
1,874,27080
1,875,25338
1,876,26653
1,877,25579
1,878,26839
1,879,25912
1,880,27635
1,881,25783
1,882,26801
1,883,25376
1,884,26857
1,885,26005
1,886,26598
1,887,25746
1,888,26691
1,889,25635
1,890,26931
1,891,25524
1,892,26580
1,893,25931
1,894,26931
1,895,25413
1,896,26579
1,897,31209
1,898,25708
1,899,21801
1,900,28117
1,901,31709
1,902,25728
1,903,29616
1,904,25357
1,905,29450
1,906,25505
1,907,27394
1,908,25616
1,909,27043
1,910,25635
1,911,26598
1,912,25543
1,913,26765
1,914,25728
1,915,27302
1,916,26376
1,917,27412
1,918,25487
1,919,27450
1,920,25969
1,921,26561
1,922,25672
1,923,26987
1,924,25487
1,925,27394
1,926,25801
1,927,27024
1,928,25931
1,929,27098
1,930,25783
1,931,27394
1,932,25894
1,933,26635
1,934,25375
1,935,27061
1,936,25486
1,937,26431
1,938,25506
1,939,26968
1,940,25913
1,941,27191
1,942,25616
1,943,26894
1,944,25264
1,945,26579
1,946,25783
1,947,27080
1,948,25913
1,949,26801
1,950,25635
1,951,26764
1,952,26117
1,953,26672
1,954,25579
1,955,26783
1,956,25672
1,957,26746
1,958,25690
1,959,26820
1,960,25524
1,961,26561
1,962,26209
1,963,27097
1,964,25524
1,965,26579
1,966,25505
1,967,27171
1,968,26838
1,969,26912
1,970,25616
1,971,26617
1,972,25413
1,973,26968
1,974,25931
1,975,27061
1,976,25746
1,977,26228
1,978,25524
1,979,27080
1,980,21283
1,981,27801
1,982,26116
1,983,26376
1,984,25524
1,985,26635
1,986,25580
1,987,26931
1,988,21302
1,989,28654
1,990,25838
1,991,26783
1,992,25653
1,993,26431
1,994,25431
1,995,27191
1,996,26375
1,997,26709
1,998,25653
1,999,26598
1,1000,25579
1,1001,27894
1,1002,26005
1,1003,27042
1,1004,25598
1,1005,26764
1,1006,25617
1,1007,27468
1,1008,25616
1,1009,27116
1,1010,26172
1,1011,26912
1,1012,25580
1,1013,26635
1,1014,25561
1,1015,26506
1,1016,25264
1,1017,27061
1,1018,26023
1,1019,26801
1,1020,25542
1,1021,26894
1,1022,25561
1,1023,26580
1,1024,25931
1,1025,26912
1,1026,25653
1,1027,26987
1,1028,25487
1,1029,26820
1,1030,25431
1,1031,26931
1,1032,25876
1,1033,26987
1,1034,25838
1,1035,26709
1,1036,25561
1,1037,26672
1,1038,25506
1,1039,26672
1,1040,31153
1,1041,31060
1,1042,29060
1,1043,27412
1,1044,25802
1,1045,26468
1,1046,25838
1,1047,27413
1,1048,25913
1,1049,26857
1,1050,25301
1,1051,26875
1,1052,25765
1,1053,26765
1,1054,25431
1,1055,26764
1,1056,25375
1,1057,26857
1,1058,25783
1,1059,27098
1,1060,25764
1,1061,26468
1,1062,25413
1,1063,26931
1,1064,25727
1,1065,26838
1,1066,25598
1,1067,27024
1,1068,31228
1,1069,25876
1,1070,30024
1,1071,25691
1,1072,29894
1,1073,25431
1,1074,30338
1,1075,25672
1,1076,29617
1,1077,25450
1,1078,28598
1,1079,31449
1,1080,35449
1,1081,30709
1,1082,27969
1,1083,26005
1,1084,26838
1,1085,26412
1,1086,26987
1,1087,25561
1,1088,26468
1,1089,25394
1,1090,27005
1,1091,25690
1,1092,27172
1,1093,25450
1,1094,26505
1,1095,25431
1,1096,26691
1,1097,25912
1,1098,26949
1,1099,25672
1,1100,27357
1,1101,25857
1,1102,26635
1,1103,26080
1,1104,26653
1,1105,25524
1,1106,26728
1,1107,25820
1,1108,26838
1,1109,31245
1,1110,29505
1,1111,25987
1,1112,26894
1,1113,25709
1,1114,26654
1,1115,25469
1,1116,27154
1,1117,26042
1,1118,27654
1,1119,26320
1,1120,26876
1,1121,25468
1,1122,26913
1,1123,25839
1,1124,26876
1,1125,26283
1,1126,27338
1,1127,26154
1,1128,26542
1,1129,25432
1,1130,26449
1,1131,26190
1,1132,26857
1,1133,25912
1,1134,26728
1,1135,25931
1,1136,26301
1,1137,25727
1,1138,26616
1,1139,26153
1,1140,26727
1,1141,25635
1,1142,26376
1,1143,25542
1,1144,26617
1,1145,25524
1,1146,26838
1,1147,31061
1,1148,31580
1,1149,28968
1,1150,27450
1,1151,25506
1,1152,26561
1,1153,25320
1,1154,26987
1,1155,25690
1,1156,26617
1,1157,25542
1,1158,27672
1,1159,26857
1,1160,27339
1,1161,25320
1,1162,26801
1,1163,25506
1,1164,27079
1,1165,26005
1,1166,26691
1,1167,25394
1,1168,26486
1,1169,25283
1,1170,26764
1,1171,25690
1,1172,26728
1,1173,25302
1,1174,27024
1,1175,25690
1,1176,26838
1,1177,25728
1,1178,26505
1,1179,25320
1,1180,26449
1,1181,26042
1,1182,26765
1,1183,25450
1,1184,27486
1,1185,25912
1,1186,26654
1,1187,26172
1,1188,26524
1,1189,25561
1,1190,27302
1,1191,25524
1,1192,26783
1,1193,25672
1,1194,27598
1,1195,25691
1,1196,26339
1,1197,25801
1,1198,26746
1,1199,25449
1,1200,26449
1,1201,25357
1,1202,26931
1,1203,25986
1,1204,26616
1,1205,25579
1,1206,26468
1,1207,25487
1,1208,26376
1,1209,25801
1,1210,26857
1,1211,25579
1,1212,26598
1,1213,25394
1,1214,26524
1,1215,26135
1,1216,26913
1,1217,25820
1,1218,27172
1,1219,25839
1,1220,26654
1,1221,26098
1,1222,27302
1,1223,25968
1,1224,26653
1,1225,25505
1,1226,26580
1,1227,25487
1,1228,26543
1,1229,25635
1,1230,26913
1,1231,30876
1,1232,30246
1,1233,26913
1,1234,26616
1,1235,25505
1,1236,26857
1,1237,57542
1,1238,28412
1,1239,31376
1,1240,25709
1,1241,30431
1,1242,25746
1,1243,30172
1,1244,25764
1,1245,30672
1,1246,25654
1,1247,29579
1,1248,25709
1,1249,29672
1,1250,25580
1,1251,26709
1,1252,26209
1,1253,30228
1,1254,25728
1,1255,26505
1,1256,25690
1,1257,27006
1,1258,25524
1,1259,26654
1,1260,25487
1,1261,26839
1,1262,25487
1,1263,27024
1,1264,25616
1,1265,26561
1,1266,25468
1,1267,27061
1,1268,25598
1,1269,27079
1,1270,25617
1,1271,26486
1,1272,25524
1,1273,26635
1,1274,25283
1,1275,26895
1,1276,25617
1,1277,26598
1,1278,25487
1,1279,26524
1,1280,25857
1,1281,26764
1,1282,25487
1,1283,26542
1,1284,25320
1,1285,26986
1,1286,31227
1,1287,32209
1,1288,30968
1,1289,28524
1,1290,26395
1,1291,27542
1,1292,26079
1,1293,26690
1,1294,25913
1,1295,26616
1,1296,26079
1,1297,27246
1,1298,25728
1,1299,26542
1,1300,25394
1,1301,26561
1,1302,25690
1,1303,26450
1,1304,25542
1,1305,26580
1,1306,25413
1,1307,27357
1,1308,26023
1,1309,26968
1,1310,25690
1,1311,26580
1,1312,25598
1,1313,26765
1,1314,25913
1,1315,26801
1,1316,25728
1,1317,26486
1,1318,25561
1,1319,26376
1,1320,25579
1,1321,27061
1,1322,26005
1,1323,27042
1,1324,25542
1,1325,26616
1,1326,25746
1,1327,26931
1,1328,25431
1,1329,26764
1,1330,26005
1,1331,26746
1,1332,25227
1,1333,26580
1,1334,25524
1,1335,26246
1,1336,26098
1,1337,26894
1,1338,25746
1,1339,26727
1,1340,25431
1,1341,27228
1,1342,25598
1,1343,26968
1,1344,30450
1,1345,31023
1,1346,28394
1,1347,27987
1,1348,25765
1,1349,27060
1,1350,26153
1,1351,27042
1,1352,25820
1,1353,26672
1,1354,25746
1,1355,26487
1,1356,25746
1,1357,26431
1,1358,25598
1,1359,27061
1,1360,25727
1,1361,26635
1,1362,25617
1,1363,26487
1,1364,25617
1,1365,26801
1,1366,26227
1,1367,26912
1,1368,25283
1,1369,27524
1,1370,21320
1,1371,28672
1,1372,28431
1,1373,27912
1,1374,28246
1,1375,28987
1,1376,28357
1,1377,28228
1,1378,27524
1,1379,26783
1,1380,25024
1,1381,26394
1,1382,25172
1,1383,26024
1,1384,25135
1,1385,30783
1,1386,30672
1,1387,29839
1,1388,28727
1,1389,26728
1,1390,25560
1,1391,25950
1,1392,25190
1,1393,26117
1,1394,24968
1,1395,25598
1,1396,29912
1,1397,30579
1,1398,27820
1,1399,26783
1,1400,25024
1,1401,26301
1,1402,25005
1,1403,25709
1,1404,28098
1,1405,24857
1,1406,26376
1,1407,25468
1,1408,30042
1,1409,24987
1,1410,26431
1,1411,24487
1,1412,30486
1,1413,24968
1,1414,29061
1,1415,25005
1,1416,27746
1,1417,29709
1,1418,26450
1,1419,25209
1,1420,26320
1,1421,24950
1,1422,26079
1,1423,25375
1,1424,26190
1,1425,24894
1,1426,26135
1,1427,24691
1,1428,26450
1,1429,24801
1,1430,26135
1,1431,24950
1,1432,26412
1,1433,25023
1,1434,26227
1,1435,25653
1,1436,25913
1,1437,24987
1,1438,25950
1,1439,24949
1,1440,26116
1,1441,30505
1,1442,31635
1,1443,30412
1,1444,27709
1,1445,25616
1,1446,26432
1,1447,25838
1,1448,25987
1,1449,24820
1,1450,26764
1,1451,24913
1,1452,26042
1,1453,25635
1,1454,26265
1,1455,25079
1,1456,29654
1,1457,30097
1,1458,27376
1,1459,25024
1,1460,26487
1,1461,25523
1,1462,26246
1,1463,25024
1,1464,26320
1,1465,24968
1,1466,25857
1,1467,25894
1,1468,26802
1,1469,25080
1,1470,26264
1,1471,24894
1,1472,26153
1,1473,25043
1,1474,25875
1,1475,25227
1,1476,26523
1,1477,25061
1,1478,25709
1,1479,24820
1,1480,26116
1,1481,25209
1,1482,26339
1,1483,25542
1,1484,25839
1,1485,24987
1,1486,26024
1,1487,24913
1,1488,26172
1,1489,25006
1,1490,26283
1,1491,24968
1,1492,26135
1,1493,24746
1,1494,25950
1,1495,25283
1,1496,26820
1,1497,25005
1,1498,26413
1,1499,25061
1,1500,26061
1,1501,25543
1,1502,26320
1,1503,24857
1,1504,26005
1,1505,24913
1,1506,26413
1,1507,25191
1,1508,26265
1,1509,25079
1,1510,26154
1,1511,25190
1,1512,26690
1,1513,24968
1,1514,26043
1,1515,24801
1,1516,26098
1,1517,25283
1,1518,26432
1,1519,24894
1,1520,26357
1,1521,25135
1,1522,26023
1,1523,25283
1,1524,26153
1,1525,24875
1,1526,29857
1,1527,28208
1,1528,27542
1,1529,25097
1,1530,26154
1,1531,24838
1,1532,26153
1,1533,25209
1,1534,26172
1,1535,24987
1,1536,25505
1,1537,25060
1,1538,26005
1,1539,25153
1,1540,26228
1,1541,25135
1,1542,25524
1,1543,28672
1,1544,27282
1,1545,26561
1,1546,27265
1,1547,21450
1,1548,27357
1,1549,26079
1,1550,26561
1,1551,25634
1,1552,26672
1,1553,25950
1,1554,27079
1,1555,20820
1,1556,27394
1,1557,25987
1,1558,27080
1,1559,26209
1,1560,26913
1,1561,25690
1,1562,26672
1,1563,25413
1,1564,26320
1,1565,25505
1,1566,28116
1,1567,26097
1,1568,26746
1,1569,25746
1,1570,26598
1,1571,25672
1,1572,26394
1,1573,25783
1,1574,31190
1,1575,31209
1,1576,27987
1,1577,32894
1,1578,26117
1,1579,26932
1,1580,27912
1,1581,31801
1,1582,26227
1,1583,30394
1,1584,26005
1,1585,30153
1,1586,25709
1,1587,27450
1,1588,26542
1,1589,29765
1,1590,25690
1,1591,29580
1,1592,25487
1,1593,26857
1,1594,25672
1,1595,30246
1,1596,25506
1,1597,29561
1,1598,25449
1,1599,26560
1,1600,25820
1,1601,27116
1,1602,26339
1,1603,26875
1,1604,25987
