CPU,NUMERO_ITERACION,LATENCIA
0,450,29635
0,451,29487
0,452,30912
0,453,30894
0,454,30246
0,455,31024
0,456,29653
0,457,29171
0,458,27709
0,459,25894
0,460,42616
0,461,30894
0,462,30987
0,463,30950
0,464,31006
0,465,27209
0,466,23672
0,467,30950
0,468,30746
0,469,30579
0,470,30542
0,471,29913
0,472,37542
0,473,27468
0,474,30432
0,475,30524
0,476,30654
0,477,31172
0,478,30579
0,479,30783
0,480,27339
0,481,27079
0,482,30264
0,483,30376
0,484,30154
0,485,30209
0,486,29616
0,487,29949
0,488,26968
0,489,30598
0,490,30394
0,491,29783
0,492,30060
0,493,29191
0,494,37209
0,495,31505
0,496,30357
0,497,30024
0,498,22561
0,499,26432
0,500,30339
0,501,30635
0,502,30561
0,503,29987
0,504,25080
0,505,30654
0,506,30171
0,507,30653
0,508,25505
0,509,25672
0,510,30709
0,511,35968
0,512,30450
0,513,35560
0,514,39431
0,515,26061
0,516,30561
0,517,35487
0,518,30264
0,519,34875
0,520,29523
0,521,35875
0,522,31005
0,523,34357
0,524,30505
0,525,23246
0,526,23172
0,527,36227
0,528,30765
0,529,35524
0,530,30543
0,531,27320
0,532,30783
0,533,35727
0,534,30635
0,535,30357
0,536,28228
0,537,32006
0,538,30876
0,539,31135
0,540,30709
0,541,29672
0,542,28024
0,543,27857
0,544,31116
0,545,30987
0,546,30727
0,547,30246
0,548,26339
0,549,23895
0,550,30690
0,551,31987
0,552,30764
0,553,30561
0,554,30005
0,555,23746
0,556,27042
0,557,32024
0,558,25764
0,559,31134
0,560,30190
0,561,30580
0,562,30209
0,563,28394
0,564,22227
0,565,31301
0,566,30987
0,567,30968
0,568,30839
0,569,30839
0,570,30024
0,571,28154
0,572,30431
0,573,24394
0,574,25820
0,575,30727
0,576,30228
0,577,30543
0,578,28913
0,579,30227
0,580,30857
0,581,30395
0,582,30505
0,583,30560
0,584,30301
0,585,31783
0,586,24709
0,587,31135
0,588,30801
0,589,30524
0,590,30357
0,591,28079
0,592,30135
0,593,30987
0,594,30190
0,595,30449
0,596,29746
0,597,26394
0,598,22579
0,599,30746
0,600,31043
0,601,30912
0,602,29413
0,603,25598
0,604,22986
0,605,30931
0,606,31042
0,607,26265
0,608,25246
0,609,28524
0,610,31172
0,611,30246
0,612,30542
0,613,30265
0,614,26061
0,615,38023
0,616,30246
0,617,31191
0,618,30375
0,619,30283
0,620,29560
0,621,26135
0,622,25932
0,623,30542
0,624,30523
0,625,29505
0,626,30080
0,627,31024
0,628,30616
0,629,30820
0,630,29283
0,631,31079
0,632,30875
0,633,30635
0,634,30153
0,635,30042
0,636,30876
0,637,30172
0,638,30912
0,639,30450
0,640,30524
0,641,23172
0,642,24913
0,643,31079
0,644,30764
0,645,28561
0,646,27913
0,647,28060
0,648,22432
0,649,35357
0,650,27727
0,651,28154
0,652,27543
0,653,28005
0,654,28135
0,655,38171
0,656,23691
0,657,25561
0,658,25728
0,659,31227
0,660,30338
0,661,30450
0,662,48708
0,663,25005
0,664,35653
0,665,30839
0,666,35968
0,667,30357
0,668,35690
0,669,30523
0,670,25116
0,671,41468
0,672,36023
0,673,30857
0,674,35394
0,675,30024
0,676,29654
0,677,27746
0,678,27654
0,679,30412
0,680,35597
0,681,30580
0,682,30042
0,683,29857
0,684,24487
0,685,27894
0,686,35894
0,687,31005
0,688,35598
0,689,30542
0,690,30061
0,691,30190
0,692,25153
0,693,23358
0,694,35283
0,695,31468
0,696,35468
0,697,30561
0,698,27690
0,699,23005
0,700,36616
0,701,30616
0,702,31006
0,703,30801
0,704,30690
0,705,30894
0,706,26875
0,707,26301
0,708,31079
0,709,30357
0,710,30634
0,711,30394
0,712,27598
0,713,29468
0,714,32246
0,715,30802
0,716,30061
0,717,30042
0,718,75115
0,719,25061
0,720,30690
0,721,30987
0,722,30320
0,723,30042
0,724,22376
0,725,29468
0,726,29913
0,727,31783
0,728,30449
0,729,30543
0,730,29246
0,731,30616
0,732,30672
0,733,31246
0,734,31135
0,735,30505
0,736,24302
0,737,30246
0,738,30728
0,739,29912
0,740,30746
0,741,23024
0,742,29709
0,743,30227
0,744,30154
0,745,30301
0,746,30172
0,747,25264
0,748,30042
0,749,27950
0,750,30413
0,751,30042
0,752,28690
0,753,30820
0,754,30820
0,755,30634
0,756,25635
0,757,25431
0,758,26802
0,759,31375
0,760,30894
0,761,30616
0,762,30191
0,763,26524
0,764,26154
0,765,26135
0,766,30746
0,767,30672
0,768,30412
0,769,24764
0,770,23801
0,771,31246
0,772,30579
0,773,30486
0,774,30264
0,775,30153
0,776,27060
0,777,22635
0,778,30116
0,779,30154
0,780,25227
0,781,25190
0,782,29746
0,783,26950
0,784,26339
0,785,30542
0,786,30505
0,787,30209
0,788,30950
0,789,30894
0,790,30950
0,791,26357
0,792,24246
0,793,28412
0,794,30375
0,795,30505
0,796,30042
0,797,30542
0,798,25265
0,799,23153
0,800,30746
0,801,30320
0,802,30172
0,803,30283
0,804,30376
0,805,29820
0,806,25597
0,807,23672
0,808,31191
0,809,30727
0,810,30283
0,811,30375
0,812,25653
0,813,43042
0,814,26671
0,815,24635
0,816,29802
0,817,34597
0,818,29616
0,819,34931
0,820,29949
0,821,26746
0,822,28654
0,823,33024
0,824,26635
0,825,31301
0,826,25931
0,827,21487
0,828,25320
0,829,30394
0,830,30060
0,831,47264
0,832,25727
0,833,35635
0,834,30801
0,835,30542
0,836,29801
0,837,27431
0,838,30727
0,839,35634
0,840,30265
0,841,30357
0,842,30302
0,843,23061
0,844,30653
0,845,36060
0,846,30949
0,847,30005
0,848,25876
0,849,22302
0,850,31042
0,851,30857
0,852,30301
0,853,30449
0,854,24783
0,855,43894
0,856,25820
0,857,30302
0,858,30431
0,859,30320
0,860,26894
0,861,36005
0,862,30912
0,863,30468
0,864,30338
0,865,24931
0,866,22894
0,867,29005
0,868,30190
0,869,30265
0,870,30431
0,871,28209
0,872,42079
0,873,30542
0,874,30116
0,875,30765
0,876,30209
0,877,22820
0,878,30042
0,879,30524
0,880,30116
0,881,30690
0,882,30339
0,883,30746
0,884,25191
0,885,22543
0,886,30783
0,887,30153
0,888,30134
0,889,30079
0,890,29894
0,891,30153
0,892,24802
0,893,30228
0,894,30097
0,895,32061
0,896,26968
0,897,29375
0,898,30486
0,899,24968
0,900,23172
0,901,30912
0,902,30228
0,903,29968
0,904,29876
0,905,24894
0,906,25561
0,907,29209
0,908,30580
0,909,30597
0,910,30486
0,911,30672
0,912,30339
0,913,29968
0,914,26227
0,915,31301
0,916,29765
0,917,29913
0,918,30505
0,919,30468
0,920,29838
0,921,28561
0,922,30931
0,923,25950
0,924,25505
0,925,29987
0,926,29950
0,927,28339
0,928,23728
0,929,30654
0,930,30635
0,931,30209
0,932,30728
0,933,30264
0,934,30412
0,935,30839
0,936,30116
0,937,30634
0,938,31191
0,939,36654
0,940,22783
0,941,30617
0,942,30060
0,943,30079
0,944,30839
0,945,24783
0,946,22154
0,947,30376
0,948,30450
0,949,29986
0,950,29653
0,951,26894
0,952,30487
0,953,30469
0,954,30320
0,955,25635
0,956,26153
0,957,40486
0,958,30283
0,959,30487
0,960,30394
0,961,30154
0,962,23506
0,963,30060
0,964,30672
0,965,29764
0,966,35450
0,967,25709
0,968,35672
0,969,30505
0,970,35616
0,971,30191
0,972,29894
0,973,27580
0,974,29598
0,975,25654
0,976,30264
0,977,30357
0,978,31708
0,979,30672
0,980,25598
0,981,23358
0,982,31449
0,983,25709
0,984,30043
0,985,29931
0,986,25357
0,987,24949
0,988,26265
0,989,40987
0,990,35968
0,991,30431
0,992,35894
0,993,30838
0,994,30634
0,995,25227
0,996,25079
0,997,29616
0,998,35987
0,999,29875
0,1000,30190
0,1001,29523
0,1002,28728
0,1003,23469
0,1004,35394
0,1005,25691
0,1006,29875
0,1007,29839
0,1008,28079
0,1009,23005
0,1010,24913
0,1011,29728
0,1012,35098
0,1013,29839
0,1014,29357
0,1015,29598
0,1016,28931
0,1017,25671
0,1018,23672
0,1019,27764
0,1020,29987
0,1021,30098
0,1022,29616
0,1023,28857
0,1024,28801
0,1025,28505
0,1026,22857
0,1027,30987
0,1028,31320
0,1029,30542
0,1030,30709
0,1031,30394
0,1032,29876
0,1033,27857
0,1034,26079
0,1035,25524
0,1036,30746
0,1037,30672
0,1038,30746
0,1039,28283
0,1040,29117
0,1041,30764
0,1042,30672
0,1043,30338
0,1044,30431
0,1045,29950
0,1046,36597
0,1047,29672
0,1048,28561
0,1049,30728
0,1050,30783
0,1051,27264
0,1052,23820
0,1053,30857
0,1054,25987
0,1055,25357
0,1056,30431
0,1057,33116
0,1058,23172
0,1059,31246
0,1060,30171
0,1061,30597
0,1062,30283
0,1063,26968
0,1064,29543
0,1065,30357
0,1066,44671
0,1067,30802
0,1068,23506
0,1069,22227
0,1070,29820
0,1071,31042
0,1072,30542
0,1073,29968
0,1074,27839
0,1075,30801
0,1076,30820
0,1077,30802
0,1078,28654
0,1079,39209
0,1080,21839
0,1081,30431
0,1082,30135
0,1083,30765
0,1084,30487
0,1085,27079
0,1086,45931
0,1087,30857
0,1088,30876
0,1089,30931
0,1090,25968
0,1091,23913
0,1092,30431
0,1093,31005
0,1094,30838
0,1095,30264
0,1096,30024
0,1097,27228
0,1098,30672
0,1099,30191
0,1100,30672
0,1101,30375
0,1102,30098
0,1103,28912
0,1104,24432
0,1105,25617
0,1106,43542
0,1107,29301
0,1108,27709
0,1109,28801
0,1110,26561
0,1111,29172
0,1112,29560
0,1113,30190
0,1114,29505
0,1115,59060
0,1116,29783
0,1117,31005
0,1118,26524
0,1119,34950
0,1120,29987
0,1121,34876
0,1122,30209
0,1123,35006
0,1124,30006
0,1125,29116
0,1126,44431
0,1127,35913
0,1128,31079
0,1129,35635
0,1130,30394
0,1131,30802
0,1132,33468
0,1133,26579
0,1134,31080
0,1135,35617
0,1136,30691
0,1137,36320
0,1138,31005
0,1139,30431
0,1140,25450
0,1141,23023
0,1142,30616
0,1143,35876
0,1144,31375
0,1145,30265
0,1146,29523
0,1147,28098
0,1148,25431
0,1149,25949
0,1150,30561
0,1151,35894
0,1152,31153
0,1153,25820
0,1154,25395
0,1155,25672
0,1156,30968
0,1157,30560
0,1158,30857
0,1159,31079
0,1160,28375
0,1161,23949
0,1162,30449
0,1163,30394
0,1164,31079
0,1165,30617
0,1166,24579
0,1167,35450
0,1168,30949
0,1169,30968
0,1170,30801
0,1171,59468
0,1172,32764
0,1173,30765
0,1174,30931
0,1175,30820
0,1176,29783
0,1177,27191
0,1178,25987
0,1179,31245
0,1180,31042
0,1181,30727
0,1182,23672
0,1183,37617
0,1184,31043
0,1185,30802
0,1186,31487
0,1187,30061
0,1188,25486
0,1189,30783
0,1190,28561
0,1191,28228
0,1192,30153
0,1193,27783
0,1194,25690
0,1195,30579
0,1196,30413
0,1197,30783
0,1198,29450
0,1199,22302
0,1200,31117
0,1201,29857
0,1202,30691
0,1203,25579
0,1204,25801
0,1205,23598
0,1206,42987
0,1207,29412
0,1208,29931
0,1209,30264
0,1210,26264
0,1211,24580
0,1212,29209
0,1213,29783
0,1214,29561
0,1215,29617
0,1216,29394
0,1217,26598
0,1218,26598
0,1219,22339
0,1220,29616
0,1221,27376
0,1222,29524
0,1223,28931
0,1224,28227
0,1225,24635
0,1226,43986
0,1227,30986
0,1228,30357
0,1229,30320
0,1230,28506
0,1231,30005
0,1232,30395
0,1233,29265
0,1234,40653
0,1235,30339
0,1236,30635
0,1237,31006
0,1238,29691
0,1239,30691
0,1240,40061
0,1241,25116
0,1242,25783
0,1243,30783
0,1244,30986
0,1245,30709
0,1246,30394
0,1247,27542
0,1248,25764
0,1249,30505
0,1250,29079
0,1251,31153
0,1252,30839
0,1253,25450
0,1254,28135
0,1255,30672
0,1256,30783
0,1257,29820
0,1258,30283
0,1259,26838
0,1260,22394
0,1261,30690
0,1262,30505
0,1263,31117
0,1264,60393
0,1265,30746
0,1266,23968
0,1267,30875
0,1268,35597
0,1269,30524
0,1270,35765
0,1271,27894
0,1272,36339
0,1273,29968
0,1274,35116
0,1275,30339
0,1276,27950
0,1277,26691
0,1278,35709
0,1279,30598
0,1280,35579
0,1281,30264
0,1282,27746
0,1283,30968
0,1284,35857
0,1285,28024
0,1286,28653
0,1287,27561
0,1288,35820
0,1289,30135
0,1290,35783
0,1291,30117
0,1292,31616
0,1293,23098
0,1294,35171
0,1295,30820
0,1296,30561
0,1297,35171
0,1298,23431
0,1299,30282
0,1300,35412
0,1301,30598
0,1302,25672
0,1303,26580
0,1304,25931
0,1305,30986
0,1306,30876
0,1307,30876
0,1308,30746
0,1309,30838
0,1310,31023
0,1311,27264
0,1312,42116
0,1313,30690
0,1314,30801
0,1315,30783
0,1316,29968
0,1317,29857
0,1318,26579
0,1319,23376
0,1320,30487
0,1321,31264
0,1322,30616
0,1323,30505
0,1324,30690
0,1325,37264
0,1326,24005
0,1327,30709
0,1328,30542
0,1329,30672
0,1330,30431
0,1331,30246
0,1332,30931
0,1333,29265
0,1334,23265
0,1335,31042
0,1336,30302
0,1337,30653
0,1338,30079
0,1339,30023
0,1340,30524
0,1341,25302
0,1342,30986
0,1343,28338
0,1344,28190
0,1345,30728
0,1346,30876
0,1347,22857
0,1348,23301
0,1349,30579
0,1350,30487
0,1351,30487
0,1352,26079
0,1353,25616
0,1354,24876
0,1355,27135
0,1356,30598
0,1357,30505
0,1358,30246
0,1359,30395
0,1360,29950
0,1361,30634
0,1362,26116
0,1363,25097
0,1364,30968
0,1365,30728
0,1366,31283
0,1367,31542
0,1368,30672
0,1369,29838
0,1370,31561
0,1371,28728
0,1372,28506
0,1373,27634
0,1374,28561
0,1375,27931
0,1376,31191
0,1377,29228
0,1378,30468
0,1379,30690
0,1380,31246
0,1381,29839
0,1382,23635
0,1383,30802
0,1384,28227
0,1385,27635
0,1386,30468
0,1387,31598
0,1388,31043
0,1389,30709
0,1390,31005
0,1391,31301
0,1392,30468
0,1393,25450
0,1394,30505
0,1395,28061
0,1396,27505
0,1397,30431
0,1398,27690
0,1399,30709
0,1400,25950
0,1401,25671
0,1402,26153
0,1403,25617
0,1404,23486
0,1405,31376
0,1406,31450
0,1407,31043
0,1408,30246
0,1409,27820
0,1410,34172
0,1411,30746
0,1412,31227
0,1413,30894
0,1414,30431
0,1415,49209
0,1416,26023
0,1417,23579
0,1418,29876
0,1419,35153
0,1420,29876
0,1421,34523
0,1422,28950
0,1423,32023
0,1424,30727
0,1425,23709
0,1426,25246
0,1427,36023
0,1428,30617
0,1429,36153
0,1430,30653
0,1431,26024
0,1432,28135
0,1433,32617
0,1434,30968
0,1435,32024
0,1436,32246
0,1437,29338
0,1438,22913
0,1439,32653
0,1440,28709
0,1441,29672
0,1442,29894
0,1443,28820
0,1444,27431
0,1445,22783
0,1446,31746
0,1447,32135
0,1448,25820
0,1449,31227
0,1450,24227
0,1451,28302
0,1452,26876
0,1453,30505
0,1454,31116
0,1455,29431
0,1456,30246
0,1457,31097
0,1458,27523
0,1459,32006
0,1460,30839
0,1461,30654
0,1462,30968
0,1463,31098
0,1464,30283
0,1465,29746
0,1466,42209
0,1467,30431
0,1468,31079
0,1469,31338
0,1470,31264
0,1471,30394
0,1472,22468
0,1473,26505
0,1474,30320
0,1475,30579
0,1476,30894
0,1477,30690
0,1478,31079
0,1479,30431
0,1480,26079
0,1481,25839
0,1482,30894
0,1483,30783
0,1484,30357
0,1485,30949
0,1486,31338
0,1487,30024
0,1488,27431
0,1489,31228
0,1490,30802
0,1491,30560
0,1492,30672
0,1493,25986
0,1494,23931
0,1495,31098
0,1496,31153
0,1497,30394
0,1498,29764
0,1499,23505
0,1500,31264
0,1501,25708
0,1502,26005
0,1503,31153
0,1504,28320
0,1505,31320
0,1506,30968
0,1507,30913
0,1508,30727
0,1509,26560
0,1510,28894
0,1511,30394
0,1512,30802
0,1513,31320
0,1514,30505
0,1515,29857
0,1516,29079
0,1517,30190
0,1518,30505
0,1519,30913
0,1520,30875
0,1521,27431
0,1522,30579
0,1523,30746
0,1524,30635
0,1525,29006
0,1526,28153
0,1527,31654
0,1528,31061
0,1529,29654
0,1530,30801
0,1531,29968
0,1532,25116
0,1533,30838
0,1534,30894
0,1535,28838
0,1536,30005
0,1537,25523
0,1538,26302
0,1539,26357
0,1540,25913
0,1541,25616
0,1542,25616
0,1543,28931
0,1544,25338
0,1545,25486
0,1546,26283
0,1547,25839
0,1548,25468
0,1549,26597
0,1550,30579
0,1551,25950
0,1552,25524
0,1553,31024
0,1554,31042
0,1555,30894
0,1556,27117
0,1557,26061
0,1558,30894
0,1559,31265
0,1560,31079
0,1561,31171
0,1562,29542
0,1563,29134
0,1564,28709
0,1565,26728
0,1566,31209
0,1567,31005
0,1568,36561
0,1569,31690
0,1570,36301
0,1571,30561
0,1572,37764
0,1573,28672
0,1574,35376
0,1575,31209
0,1576,31968
0,1577,30191
0,1578,29449
0,1579,27580
0,1580,22431
0,1581,30728
0,1582,31820
0,1583,28228
0,1584,31931
0,1585,30450
0,1586,26376
0,1587,25505
0,1588,32338
0,1589,30246
0,1590,31764
0,1591,25635
0,1592,26431
0,1593,23357
0,1594,32431
0,1595,30524
0,1596,31801
0,1597,30005
0,1598,30283
0,1599,32912
0,1600,28746
0,1601,25579
0,1602,30135
0,1603,30876
0,1604,30728
0,1605,27468
0,1606,29172
0,1607,25839
0,1608,30153
0,1609,30023
0,1610,28505
0,1611,30283
0,1612,29060
0,1613,29616
0,1614,29394
0,1615,24006
0,1616,22598
0,1617,30116
0,1618,29653
0,1619,29375
0,1620,29450
0,1621,26560
0,1622,31524
0,1623,30783
0,1624,31320
0,1625,30098
0,1626,25080
0,1627,30969
0,1628,29523
0,1629,30950
0,1630,30524
0,1631,23339
0,1632,42302
0,1633,30783
0,1634,31005
0,1635,30449
0,1636,29875
0,1637,27005
0,1638,30283
0,1639,30690
0,1640,30320
0,1641,29746
0,1642,29986
0,1643,26709
0,1644,25709
0,1645,30857
0,1646,31302
0,1647,30634
0,1648,30523
0,1649,30190
0,1650,25024
0,1651,23931
0,1652,28746
0,1653,27839
0,1654,23246
0,1655,25728
0,1656,29986
0,1657,30153
0,1658,24024
0,1659,30246
0,1660,30153
0,1661,31117
0,1662,30746
0,1663,30820
0,1664,30376
0,1665,27394
0,1666,31375
0,1667,30191
0,1668,31061
0,1669,30635
0,1670,29801
0,1671,30079
0,1672,25117
0,1673,23783
0,1674,30153
0,1675,30709
0,1676,30727
0,1677,31468
0,1678,30043
0,1679,29876
0,1680,27172
0,1681,30190
0,1682,30931
0,1683,31172
0,1684,30931
0,1685,30190
0,1686,29764
0,1687,32616
0,1688,23283
0,1689,30524
0,1690,30857
0,1691,30820
0,1692,30450
0,1693,30283
0,1694,29246
0,1695,28265
0,1696,22450
0,1697,30653
0,1698,30264
0,1699,30320
0,1700,25690
0,1701,25468
0,1702,25468
0,1703,28857
0,1704,30579
0,1705,30709
0,1706,30264
0,1707,30523
0,1708,30523
0,1709,26005
0,1710,23302
0,1711,30468
0,1712,31264
0,1713,31117
0,1714,30431
0,1715,25783
0,1716,22839
0,1717,31005
0,1718,30339
0,1719,30134
0,1720,29968
0,1721,52838
0,1722,25913
0,1723,35932
0,1724,30913
0,1725,36024
0,1726,30505
0,1727,34801
0,1728,28487
0,1729,35857
0,1730,31376
0,1731,36375
0,1732,30542
0,1733,30505
0,1734,20913
0,1735,36320
0,1736,30875
0,1737,35986
0,1738,30153
0,1739,30579
0,1740,31005
0,1741,34190
0,1742,29264
0,1743,27375
0,1744,28671
0,1745,32579
0,1746,30431
0,1747,31246
0,1748,30579
0,1749,53468
0,1750,24579
0,1751,29968
0,1752,30635
0,1753,30172
0,1754,30209
0,1755,30080
0,1756,30523
0,1757,31376
0,1758,30153
0,1759,30376
0,1760,30209
0,1761,29153
0,1762,30450
0,1763,32135
0,1764,30635
0,1765,30227
0,1766,29968
0,1767,66597
0,1768,25394
0,1769,32394
0,1770,30523
0,1771,30820
0,1772,30209
0,1773,30302
0,1774,25895
0,1775,24302
0,1776,31209
0,1777,31043
0,1778,30468
0,1779,30653
0,1780,30135
0,1781,63264
0,1782,27598
0,1783,22783
0,1784,31209
0,1785,30764
0,1786,30154
0,1787,30709
0,1788,30153
0,1789,29431
0,1790,29487
0,1791,40931
0,1792,30634
0,1793,29802
0,1794,30301
0,1795,30561
0,1796,29913
0,1797,23690
0,1798,26191
0,1799,26043
0,1800,25838
0,1801,29987
0,1802,30968
0,1803,30245
0,1804,30079
0,1805,23894
0,1806,26468
0,1807,31153
0,1808,30283
0,1809,28172
0,1810,30209
0,1811,30116
0,1812,30042
0,1813,28690
0,1814,23728
0,1815,30783
0,1816,30264
0,1817,30061
0,1818,30802
0,1819,30542
0,1820,24913
0,1821,30746
0,1822,30764
0,1823,30450
0,1824,26302
0,1825,28838
0,1826,30561
0,1827,31116
0,1828,30709
0,1829,30857
0,1830,25338
0,1831,30505
0,1832,30708
0,1833,30875
0,1834,30820
0,1835,26708
0,1836,31727
0,1837,30376
0,1838,30912
0,1839,30802
0,1840,30449
0,1841,25450
0,1842,30394
0,1843,30320
0,1844,30469
0,1845,30598
0,1846,28617
0,1847,31171
0,1848,30727
0,1849,25875
0,1850,25431
0,1851,30117
0,1852,26875
0,1853,31412
0,1854,30412
0,1855,30412
0,1856,30524
0,1857,29950
0,1858,27487
0,1859,30616
0,1860,30672
0,1861,25468
0,1862,25246
0,1863,23543
0,1864,30320
0,1865,31375
